ROW_ID,SK_ID_CURR,Cluster,Segment,Detected By,Detector Count,Queue Route,Anomaly Scope,Outlier Type,Sampled Density Corroboration,Review Type,Priority,Primary Driver,Record Evidence,Business Interpretation,Recommended Action,Review Owner,Automatic Decision Allowed,Extreme Trigger Field,Extreme Trigger Standardized Value,Extreme Trigger Business Value,Evidence Value Basis
320549,194716,cluster_1,Repayment-Stress History,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme severely late instalment share,"Severely late instalment share is 16.22%; its prepared detection value is +10.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. 16.2% of observed instalments were more than 30 days late. The longest observed instalment delay is 46 days.","The first review point is extreme severely late instalment share: Severely late instalment share is 16.22%; its prepared detection value is +10.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 194716: start with extreme severely late instalment share: severely late instalment share is 16.22%; its prepared detection value is +10.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile severely late instalment share and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check how often the delays happened, how recent they were, and whether the account was brought up to date. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Customer Assistance",No,INST_SEVERE_LATE_RATIO,10.173386665423978,16.22%,Uses original source values where available and observed history summaries otherwise
320556,194791,cluster_1,Repayment-Stress History,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest",3,Detector consensus,Detector-consensus pattern,Contextual (unusual multivariate combination),Not assessed,Affordability / repayment review,High-priority human review,Long instalment delay,The longest observed instalment delay is 379 days. 14.3% of observed instalments were more than 30 days late. Current-loan credit amount equals 6.2 times reported income.,"The first review point is long instalment delay: The longest observed instalment delay is 379 days. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified.","Applicant 194791: start with long instalment delay: the longest observed instalment delay is 379 days. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check how often the delays happened, how recent they were, and whether the account was brought up to date. Confirm all current obligations and check whether the applicant could still pay if income falls. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Credit Review, Customer Assistance, and Senior Underwriter",No,INST_SEVERE_LATE_RATIO,8.942228880558513,,Uses original source values where available and observed history summaries otherwise
320576,194907,cluster_1,Repayment-Stress History,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme longest instalment delay,"Longest instalment delay is 1,547.00 days; its prepared detection value is +14.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. The longest observed instalment delay is 1,547 days. Bureau history shows 5.5% of months with a late payment and 4.1% with a severe late payment.","The first review point is extreme longest instalment delay: Longest instalment delay is 1,547.00 days; its prepared detection value is +14.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 194907: start with extreme longest instalment delay: longest instalment delay is 1,547.00 days; its prepared detection value is +14.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile longest instalment delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check how recent the bureau arrears are, whether they are disputed, and whether they were cured. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Customer Assistance",No,INST_DPD_MAX,14.464225787958412,"1,547.00 days",Uses original source values where available and observed history summaries otherwise
320732,195958,cluster_1,Repayment-Stress History,"Calibrated Z-score, Isolation Forest, Local Outlier Factor",3,Detector consensus,Detector-consensus pattern,Contextual (unusual multivariate combination),Not assessed,Affordability / repayment review,High-priority human review,Long instalment delay,The longest observed instalment delay is 536 days. Average utilisation in previous Home Credit card accounts is 30.2% and the historical maximum is 108.5%. Average days past due reaches 50.8 days in previous Home Credit card or POS history.,"The first review point is long instalment delay: The longest observed instalment delay is 536 days. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified.","Applicant 195958: start with long instalment delay: the longest observed instalment delay is 536 days. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Verify whether a revolving facility is still open. Only then obtain its current balance and payment status, assess capacity, and consider limit suitability. Historical utilisation alone does not prove financial distress. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Credit Review, Customer Assistance, and Revolving Credit Review",No,INST_DPD_MAX,4.906437357567446,,Uses original source values where available and observed history summaries otherwise
320759,196150,cluster_1,Repayment-Stress History,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme longest instalment delay,"Longest instalment delay is 1,327.00 days; its prepared detection value is +12.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. The longest observed instalment delay is 1,327 days. 6.2% of observed instalments were more than 30 days late.","The first review point is extreme longest instalment delay: Longest instalment delay is 1,327.00 days; its prepared detection value is +12.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 196150: start with extreme longest instalment delay: longest instalment delay is 1,327.00 days; its prepared detection value is +12.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile longest instalment delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check how often the delays happened, how recent they were, and whether the account was brought up to date. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Customer Assistance",No,INST_DPD_MAX,12.384390521206669,"1,327.00 days",Uses original source values where available and observed history summaries otherwise
320889,197129,cluster_1,Repayment-Stress History,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme longest instalment delay,"Longest instalment delay is 1,135.00 days; its prepared detection value is +10.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. The longest observed instalment delay is 1,135 days. Average days past due reaches 313.8 days in previous Home Credit card or POS history.","The first review point is extreme longest instalment delay: Longest instalment delay is 1,135.00 days; its prepared detection value is +10.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 197129: start with extreme longest instalment delay: longest instalment delay is 1,135.00 days; its prepared detection value is +10.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile longest instalment delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Customer Assistance",No,INST_DPD_MAX,10.56926156113242,"1,135.00 days",Uses original source values where available and observed history summaries otherwise
321346,200043,cluster_1,Repayment-Stress History,"Adjusted IQR, Calibrated Z-score, Isolation Forest",3,Detector consensus,Detector-consensus pattern,Contextual (unusual multivariate combination),Not assessed,Affordability / repayment review,High-priority human review,Long instalment delay,The longest observed instalment delay is 329 days. 5.3% of observed instalments were more than 30 days late. Average days past due reaches 55.4 days in previous Home Credit card or POS history.,"The first review point is long instalment delay: The longest observed instalment delay is 329 days. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified.","Applicant 200043: start with long instalment delay: the longest observed instalment delay is 329 days. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check how often the delays happened, how recent they were, and whether the account was brought up to date. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Credit Review and Customer Assistance,No,INST_SEVERE_LATE_RATIO,3.188186180766244,,Uses original source values where available and observed history summaries otherwise
321507,201143,cluster_1,Repayment-Stress History,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest",3,Detector consensus,Detector-consensus pattern,Contextual (unusual multivariate combination),Not assessed,Affordability / repayment review,High-priority human review,Long instalment delay,The longest observed instalment delay is 992 days. Average days past due reaches 255.6 days in previous Home Credit card or POS history.,"The first review point is long instalment delay: The longest observed instalment delay is 992 days. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified.","Applicant 201143: start with long instalment delay: the longest observed instalment delay is 992 days. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Credit Review and Customer Assistance,No,INST_DPD_MAX,9.217368637743787,,Uses original source values where available and observed history summaries otherwise
321758,202724,cluster_4,Historical Card-Use Intensity,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average previous-account card delay,"Average previous-account card delay is 667.62 days; its prepared detection value is +27.8 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Average utilisation in previous Home Credit card accounts is 28.8% and the historical maximum is 102.3%. Average days past due reaches 667.6 days in previous Home Credit card or POS history.","The first review point is extreme average previous-account card delay: Average previous-account card delay is 667.62 days; its prepared detection value is +27.8 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 202724: start with extreme average previous-account card delay: average previous-account card delay is 667.62 days; its prepared detection value is +27.8 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average previous-account card delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Verify whether a revolving facility is still open. Only then obtain its current balance and payment status, assess capacity, and consider limit suitability. Historical utilisation alone does not prove financial distress. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Revolving Credit Review",No,CC_SK_DPD_MEAN,27.79189545834804,667.62 days,Uses original source values where available and observed history summaries otherwise
321981,204280,cluster_1,Repayment-Stress History,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme severely late instalment share,"Severely late instalment share is 20.00%; its prepared detection value is +12.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. 20.0% of observed instalments were more than 30 days late. The longest observed instalment delay is 55 days.","The first review point is extreme severely late instalment share: Severely late instalment share is 20.00%; its prepared detection value is +12.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 204280: start with extreme severely late instalment share: severely late instalment share is 20.00%; its prepared detection value is +12.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile severely late instalment share and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check how often the delays happened, how recent they were, and whether the account was brought up to date. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Customer Assistance",No,INST_SEVERE_LATE_RATIO,12.586455923760283,20.00%,Uses original source values where available and observed history summaries otherwise
322049,204854,cluster_4,Historical Card-Use Intensity,"Calibrated Z-score, Isolation Forest, Local Outlier Factor",3,Detector consensus,Detector-consensus pattern,Contextual (unusual multivariate combination),Not assessed,Affordability / repayment review,High-priority human review,Late payments in bureau history,Bureau history shows 13.4% of months with a late payment and 0.0% with a severe late payment. The longest observed instalment delay is 33 days. 25.6% of observed instalments were late.,"The first review point is late payments in bureau history: Bureau history shows 13.4% of months with a late payment and 0.0% with a severe late payment. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified.","Applicant 204854: start with late payments in bureau history: bureau history shows 13.4% of months with a late payment and 0.0% with a severe late payment. Check how recent the bureau arrears are, whether they are disputed, and whether they were cured. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check when and why the late payments happened, then confirm that the proposed schedule is affordable. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Credit Review and Customer Assistance,No,INST_COUNT,4.120864497215842,,Uses original source values where available and observed history summaries otherwise
322137,205463,cluster_1,Repayment-Stress History,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme severely late instalment share,"Severely late instalment share is 20.41%; its prepared detection value is +12.8 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. The longest observed instalment delay is 258 days. 20.4% of observed instalments were more than 30 days late.","The first review point is extreme severely late instalment share: Severely late instalment share is 20.41%; its prepared detection value is +12.8 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 205463: start with extreme severely late instalment share: severely late instalment share is 20.41%; its prepared detection value is +12.8 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile severely late instalment share and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check how often the delays happened, how recent they were, and whether the account was brought up to date. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Customer Assistance",No,INST_SEVERE_LATE_RATIO,12.846757855417556,20.41%,Uses original source values where available and observed history summaries otherwise
322365,207035,cluster_1,Repayment-Stress History,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Assessed (not isolated),Affordability / repayment review,High-priority human review,Extreme severely late instalment share,"Severely late instalment share is 22.22%; its prepared detection value is +14.0 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. 22.2% of observed instalments were more than 30 days late. The longest observed instalment delay is 34 days.","The first review point is extreme severely late instalment share: Severely late instalment share is 22.22%; its prepared detection value is +14.0 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 207035: start with extreme severely late instalment share: severely late instalment share is 22.22%; its prepared detection value is +14.0 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile severely late instalment share and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check how often the delays happened, how recent they were, and whether the account was brought up to date. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Customer Assistance",No,INST_SEVERE_LATE_RATIO,14.00365532944986,22.22%,Uses original source values where available and observed history summaries otherwise
323175,212976,cluster_1,Repayment-Stress History,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest",3,Detector consensus,Detector-consensus pattern,Contextual (unusual multivariate combination),Not assessed,Affordability / repayment review,High-priority human review,Long instalment delay,"The longest observed instalment delay is 1,053 days. Average days past due reaches 201.5 days in previous Home Credit card or POS history.","The first review point is long instalment delay: The longest observed instalment delay is 1,053 days. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified.","Applicant 212976: start with long instalment delay: the longest observed instalment delay is 1,053 days. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Credit Review and Customer Assistance,No,INST_DPD_MAX,9.794050234434042,,Uses original source values where available and observed history summaries otherwise
323560,215796,cluster_4,Historical Card-Use Intensity,"Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average late-payment share in bureau monthly history,"Average late-payment share in bureau monthly history is 39.41%; its prepared detection value is +12.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Bureau history shows 39.4% of months with a late payment and 0.0% with a severe late payment. Average utilisation in previous Home Credit card accounts is 89.8% and the historical maximum is 104.2%.","The first review point is extreme average late-payment share in bureau monthly history: Average late-payment share in bureau monthly history is 39.41%; its prepared detection value is +12.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 215796: start with extreme average late-payment share in bureau monthly history: average late-payment share in bureau monthly history is 39.41%; its prepared detection value is +12.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average late-payment share in bureau monthly history and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check how recent the bureau arrears are, whether they are disputed, and whether they were cured. Verify whether a revolving facility is still open. Only then obtain its current balance and payment status, assess capacity, and consider limit suitability. Historical utilisation alone does not prove financial distress. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Revolving Credit Review",No,BUREAU_BB_DPD_RATIO_MEAN,12.399523739372684,39.41%,Uses original source values where available and observed history summaries otherwise
323745,217055,cluster_1,Repayment-Stress History,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme longest instalment delay,"Longest instalment delay is 1,258.00 days; its prepared detection value is +11.7 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. The longest observed instalment delay is 1,258 days. Average days past due reaches 215.7 days in previous Home Credit card or POS history.","The first review point is extreme longest instalment delay: Longest instalment delay is 1,258.00 days; its prepared detection value is +11.7 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 217055: start with extreme longest instalment delay: longest instalment delay is 1,258.00 days; its prepared detection value is +11.7 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile longest instalment delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Customer Assistance",No,INST_DPD_MAX,11.732078551179985,"1,258.00 days",Uses original source values where available and observed history summaries otherwise
323849,217796,cluster_1,Repayment-Stress History,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest",3,Detector consensus,Detector-consensus pattern,Contextual (unusual multivariate combination),Not assessed,Affordability / repayment review,High-priority human review,Long instalment delay,The longest observed instalment delay is 974 days. Average days past due reaches 267.9 days in previous Home Credit card or POS history.,"The first review point is long instalment delay: The longest observed instalment delay is 974 days. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified.","Applicant 217796: start with long instalment delay: the longest observed instalment delay is 974 days. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Credit Review and Customer Assistance,No,INST_DPD_MAX,9.047200297736827,,Uses original source values where available and observed history summaries otherwise
323967,218734,cluster_1,Repayment-Stress History,"Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",3,Detector consensus,Detector-consensus pattern,Contextual (unusual multivariate combination),Not assessed,Affordability / repayment review,High-priority human review,Long instalment delay,The longest observed instalment delay is 567 days. Average days past due reaches 183.5 days in previous Home Credit card or POS history. 5 prior applications were refused and historical approval rate is 14.3%.,"The first review point is long instalment delay: The longest observed instalment delay is 567 days. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified.","Applicant 218734: start with long instalment delay: the longest observed instalment delay is 567 days. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Check why earlier applications were refused and whether those reasons still apply. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Credit Review and Customer Assistance,No,INST_DPD_MAX,5.199505054246101,,Uses original source values where available and observed history summaries otherwise
324453,222629,cluster_1,Repayment-Stress History,"Adjusted IQR, Shrinkage Mahalanobis, Isolation Forest",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme longest instalment delay,"Longest instalment delay is 1,667.00 days; its prepared detection value is +15.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Current-loan credit amount equals 8.0 times reported income. The longest observed instalment delay is 1,667 days.","The first review point is extreme longest instalment delay: Longest instalment delay is 1,667.00 days; its prepared detection value is +15.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 222629: start with extreme longest instalment delay: longest instalment delay is 1,667.00 days; its prepared detection value is +15.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile longest instalment delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Confirm all current obligations and check whether the applicant could still pay if income falls. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, Senior Underwriter, and Customer Assistance",No,INST_DPD_MAX,15.598681388004817,"1,667.00 days",Uses original source values where available and observed history summaries otherwise
324500,223040,cluster_1,Repayment-Stress History,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme longest instalment delay,"Longest instalment delay is 1,329.00 days; its prepared detection value is +12.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Current-loan credit amount equals 8.1 times reported income. The longest observed instalment delay is 1,329 days.","The first review point is extreme longest instalment delay: Longest instalment delay is 1,329.00 days; its prepared detection value is +12.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 223040: start with extreme longest instalment delay: longest instalment delay is 1,329.00 days; its prepared detection value is +12.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile longest instalment delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Confirm all current obligations and check whether the applicant could still pay if income falls. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, Senior Underwriter, and Customer Assistance",No,INST_DPD_MAX,12.403298114540776,"1,329.00 days",Uses original source values where available and observed history summaries otherwise
324504,223056,cluster_1,Repayment-Stress History,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest",3,Detector consensus,Detector-consensus pattern,Contextual (unusual multivariate combination),Not assessed,Affordability / repayment review,High-priority human review,Long instalment delay,The longest observed instalment delay is 590 days. 11.1% of observed instalments were more than 30 days late. The average payment is 66.7% of the amount due.,"The first review point is long instalment delay: The longest observed instalment delay is 590 days. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified.","Applicant 223056: start with long instalment delay: the longest observed instalment delay is 590 days. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check how often the delays happened, how recent they were, and whether the account was brought up to date. Check the previous-loan payment timeline for partial payments, reversals, and cure, then verify whether any related obligation is still open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Credit Review and Customer Assistance,No,INST_DPD_MEAN,7.560338348423468,,Uses original source values where available and observed history summaries otherwise
325320,228973,cluster_1,Repayment-Stress History,"Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Assessed (not isolated),Affordability / repayment review,High-priority human review,Extreme average previous-account POS or cash-loan delay,"Average previous-account POS or cash-loan delay is 671.43 days; its prepared detection value is +11.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. The longest observed instalment delay is 171 days. 37.5% of observed instalments were late.","The first review point is extreme average previous-account pos or cash-loan delay: Average previous-account POS or cash-loan delay is 671.43 days; its prepared detection value is +11.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 228973: start with extreme average previous-account pos or cash-loan delay: average previous-account POS or cash-loan delay is 671.43 days; its prepared detection value is +11.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average previous-account POS or cash-loan delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check when and why the late payments happened, then confirm that the proposed schedule is affordable. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Customer Assistance",No,POS_SK_DPD_MEAN,11.48435155423192,671.43 days,Uses original source values where available and observed history summaries otherwise
